date,day_of_week,month,meal_slot,scenario,academic_event,is_raining,attendance_pct,actual_attendance
2024-05-30,3,5,dinner,post_holiday,holiday,0,0.5684,341
2024-05-31,4,5,breakfast,post_holiday,holiday,0,0.3674,220
2024-05-31,4,5,lunch,post_holiday,holiday,0,0.5769,346
2024-05-31,4,5,dinner,post_holiday,holiday,0,0.6456,387
2024-06-01,5,6,breakfast,post_holiday,holiday,0,0.3991,239
2024-06-01,5,6,lunch,post_holiday,holiday,0,0.5166,310
2024-06-01,5,6,dinner,post_holiday,holiday,0,0.6979,419
2024-06-02,6,6,breakfast,post_holiday,holiday,0,0.3638,218
2024-06-02,6,6,lunch,post_holiday,holiday,0,0.5651,339
2024-06-02,6,6,dinner,post_holiday,holiday,0,0.672,403
2024-06-03,0,6,breakfast,rain_weekend,holiday,1,0.173,104
2024-06-03,0,6,lunch,rain_weekend,holiday,1,0.6258,375
2024-06-03,0,6,dinner,rain_weekend,holiday,1,0.6115,367
2024-06-04,1,6,breakfast,post_holiday,holiday,0,0.3397,204
2024-06-04,1,6,lunch,post_holiday,holiday,0,0.561,337
2024-06-04,1,6,dinner,post_holiday,holiday,0,0.5925,355
2024-06-05,2,6,breakfast,post_holiday,holiday,0,0.4052,243
2024-06-05,2,6,lunch,post_holiday,holiday,0,0.5521,331
2024-06-05,2,6,dinner,post_holiday,holiday,0,0.6022,361
2024-06-06,3,6,breakfast,post_holiday,holiday,0,0.3698,222
2024-06-06,3,6,lunch,post_holiday,holiday,0,0.5431,326
2024-06-06,3,6,dinner,post_holiday,holiday,0,0.647,388
2024-06-07,4,6,breakfast,post_holiday,holiday,0,0.3978,239
2024-06-07,4,6,lunch,post_holiday,holiday,0,0.5186,311
2024-06-07,4,6,dinner,post_holiday,holiday,0,0.6125,367
2024-06-08,5,6,breakfast,post_holiday,holiday,0,0.3514,211
2024-06-08,5,6,lunch,post_holiday,holiday,0,0.4371,262
2024-06-08,5,6,dinner,post_holiday,holiday,0,0.715,429
2024-06-09,6,6,breakfast,post_holiday,holiday,0,0.3709,223
2024-06-09,6,6,lunch,post_holiday,holiday,0,0.4577,275
2024-06-09,6,6,dinner,post_holiday,holiday,0,0.6176,371
2024-06-10,0,6,breakfast,rain_weekend,holiday,1,0.197,118
2024-06-10,0,6,lunch,rain_weekend,holiday,1,0.5466,328
2024-06-10,0,6,dinner,rain_weekend,holiday,1,0.6976,419
2024-06-11,1,6,breakfast,rain_weekend,holiday,1,0.1761,106
2024-06-11,1,6,lunch,rain_weekend,holiday,1,0.6336,380
2024-06-11,1,6,dinner,rain_weekend,holiday,1,0.7761,466
2024-06-12,2,6,breakfast,rain_weekend,holiday,1,0.1946,117
2024-06-12,2,6,lunch,rain_weekend,holiday,1,0.5932,356
2024-06-12,2,6,dinner,rain_weekend,holiday,1,0.6995,420
2024-06-13,3,6,breakfast,post_holiday,holiday,0,0.3444,207
2024-06-13,3,6,lunch,post_holiday,holiday,0,0.4667,280
2024-06-13,3,6,dinner,post_holiday,holiday,0,0.6417,385
2024-06-14,4,6,breakfast,post_holiday,holiday,0,0.44,264
2024-06-14,4,6,lunch,post_holiday,holiday,0,0.5341,320
2024-06-14,4,6,dinner,post_holiday,holiday,0,0.7178,431
2024-06-15,5,6,breakfast,rain_weekend,holiday,1,0.2094,126
2024-06-15,5,6,lunch,rain_weekend,holiday,1,0.6153,369
2024-06-15,5,6,dinner,rain_weekend,holiday,1,0.6203,372
2024-06-16,6,6,breakfast,post_holiday,holiday,0,0.4205,252
2024-06-16,6,6,lunch,post_holiday,holiday,0,0.5276,317
2024-06-16,6,6,dinner,post_holiday,holiday,0,0.5476,329
2024-06-17,0,6,breakfast,post_holiday,holiday,0,0.3557,213
2024-06-17,0,6,lunch,post_holiday,holiday,0,0.5268,316
2024-06-17,0,6,dinner,post_holiday,holiday,0,0.6292,378
2024-06-18,1,6,breakfast,rain_weekend,holiday,1,0.1741,104
2024-06-18,1,6,lunch,rain_weekend,holiday,1,0.6231,374
2024-06-18,1,6,dinner,rain_weekend,holiday,1,0.6388,383
2024-06-19,2,6,breakfast,post_holiday,holiday,0,0.4074,244
2024-06-19,2,6,lunch,post_holiday,holiday,0,0.5535,332
2024-06-19,2,6,dinner,post_holiday,holiday,0,0.5972,358
2024-06-20,3,6,breakfast,rain_weekend,holiday,1,0.2134,128
2024-06-20,3,6,lunch,rain_weekend,holiday,1,0.6168,370
2024-06-20,3,6,dinner,rain_weekend,holiday,1,0.7937,476
2024-06-21,4,6,breakfast,post_holiday,holiday,0,0.3952,237
2024-06-21,4,6,lunch,post_holiday,holiday,0,0.5344,321
2024-06-21,4,6,dinner,post_holiday,holiday,0,0.6747,405
2024-06-22,5,6,breakfast,post_holiday,holiday,0,0.4217,253
2024-06-22,5,6,lunch,post_holiday,holiday,0,0.5191,311
2024-06-22,5,6,dinner,post_holiday,holiday,0,0.6113,367
2024-06-23,6,6,breakfast,rain_weekend,holiday,1,0.2127,128
2024-06-23,6,6,lunch,rain_weekend,holiday,1,0.6719,403
2024-06-23,6,6,dinner,rain_weekend,holiday,1,0.6422,385
2024-06-24,0,6,breakfast,post_holiday,holiday,0,0.393,236
2024-06-24,0,6,lunch,post_holiday,holiday,0,0.531,319
2024-06-24,0,6,dinner,post_holiday,holiday,0,0.6816,409
2024-06-25,1,6,breakfast,post_holiday,holiday,0,0.358,215
2024-06-25,1,6,lunch,post_holiday,holiday,0,0.5078,305
2024-06-25,1,6,dinner,post_holiday,holiday,0,0.5158,309
2024-06-26,2,6,breakfast,rain_weekend,holiday,1,0.1854,111
2024-06-26,2,6,lunch,rain_weekend,holiday,1,0.5903,354
2024-06-26,2,6,dinner,rain_weekend,holiday,1,0.726,436
2024-06-27,3,6,breakfast,rain_weekend,holiday,1,0.1835,110
2024-06-27,3,6,lunch,rain_weekend,holiday,1,0.5973,358
2024-06-27,3,6,dinner,rain_weekend,holiday,1,0.7226,434
2024-06-28,4,6,breakfast,post_holiday,holiday,0,0.3554,213
2024-06-28,4,6,lunch,post_holiday,holiday,0,0.5659,340
2024-06-28,4,6,dinner,post_holiday,holiday,0,0.6221,373
2024-06-29,5,6,breakfast,post_holiday,holiday,0,0.3829,230
2024-06-29,5,6,lunch,post_holiday,holiday,0,0.5721,343
2024-06-29,5,6,dinner,post_holiday,holiday,0,0.5809,349
2024-06-30,6,6,breakfast,rain_weekend,holiday,1,0.1966,118
2024-06-30,6,6,lunch,rain_weekend,holiday,1,0.5416,325
2024-06-30,6,6,dinner,rain_weekend,holiday,1,0.5833,350
2024-07-01,0,7,breakfast,post_holiday,holiday,0,0.3726,224
2024-07-01,0,7,lunch,post_holiday,holiday,0,0.4974,298
2024-07-01,0,7,dinner,post_holiday,holiday,0,0.6285,377
2024-07-02,1,7,breakfast,rain_weekend,holiday,1,0.1635,98
2024-07-02,1,7,lunch,rain_weekend,holiday,1,0.5282,317
2024-07-02,1,7,dinner,rain_weekend,holiday,1,0.6174,370
2024-07-03,2,7,breakfast,rain_weekend,holiday,1,0.2045,123
2024-07-03,2,7,lunch,rain_weekend,holiday,1,0.6368,382
2024-07-03,2,7,dinner,rain_weekend,holiday,1,0.6059,364
2024-07-04,3,7,breakfast,post_holiday,holiday,0,0.3971,238
2024-07-04,3,7,lunch,post_holiday,holiday,0,0.5442,327
2024-07-04,3,7,dinner,post_holiday,holiday,0,0.6611,397
2024-07-05,4,7,breakfast,rain_weekend,holiday,1,0.2045,123
2024-07-05,4,7,lunch,rain_weekend,holiday,1,0.6076,365
2024-07-05,4,7,dinner,rain_weekend,holiday,1,0.7081,425
2024-07-06,5,7,breakfast,rain_weekend,holiday,1,0.1741,104
2024-07-06,5,7,lunch,rain_weekend,holiday,1,0.4921,295
2024-07-06,5,7,dinner,rain_weekend,holiday,1,0.7201,432
2024-07-07,6,7,breakfast,post_holiday,holiday,0,0.352,211
2024-07-07,6,7,lunch,post_holiday,holiday,0,0.4611,277
2024-07-07,6,7,dinner,post_holiday,holiday,0,0.6384,383
2024-07-08,0,7,breakfast,post_holiday,holiday,0,0.4385,263
2024-07-08,0,7,lunch,post_holiday,holiday,0,0.564,338
2024-07-08,0,7,dinner,post_holiday,holiday,0,0.6145,369
2024-07-09,1,7,breakfast,post_holiday,holiday,0,0.3837,230
2024-07-09,1,7,lunch,post_holiday,holiday,0,0.5287,317
2024-07-09,1,7,dinner,post_holiday,holiday,0,0.5819,349
2024-07-10,2,7,breakfast,post_holiday,holiday,0,0.4381,263
2024-07-10,2,7,lunch,post_holiday,holiday,0,0.5909,355
2024-07-10,2,7,dinner,post_holiday,holiday,0,0.5867,352
2024-07-11,3,7,breakfast,rain_weekend,holiday,1,0.2102,126
2024-07-11,3,7,lunch,rain_weekend,holiday,1,0.6212,373
2024-07-11,3,7,dinner,rain_weekend,holiday,1,0.7333,440
2024-07-12,4,7,breakfast,post_holiday,holiday,0,0.406,244
2024-07-12,4,7,lunch,post_holiday,holiday,0,0.5693,342
2024-07-12,4,7,dinner,post_holiday,holiday,0,0.6506,390
2024-07-13,5,7,breakfast,rain_weekend,holiday,1,0.2013,121
2024-07-13,5,7,lunch,rain_weekend,holiday,1,0.5733,344
2024-07-13,5,7,dinner,rain_weekend,holiday,1,0.5984,359
2024-07-14,6,7,breakfast,post_holiday,holiday,0,0.4364,262
2024-07-14,6,7,lunch,post_holiday,holiday,0,0.6006,360
2024-07-14,6,7,dinner,post_holiday,holiday,0,0.6463,388
2024-07-15,0,7,breakfast,post_holiday,holiday,0,0.3837,230
2024-07-15,0,7,lunch,post_holiday,holiday,0,0.5505,330
2024-07-15,0,7,dinner,post_holiday,holiday,0,0.5779,347
2024-07-16,1,7,breakfast,rain_weekend,holiday,1,0.201,121
2024-07-16,1,7,lunch,rain_weekend,holiday,1,0.5375,322
2024-07-16,1,7,dinner,rain_weekend,holiday,1,0.6639,398
2024-07-17,2,7,breakfast,rain_weekend,holiday,1,0.2288,137
2024-07-17,2,7,lunch,rain_weekend,holiday,1,0.6429,386
2024-07-17,2,7,dinner,rain_weekend,holiday,1,0.6673,400
2024-07-18,3,7,breakfast,post_holiday,holiday,0,0.3847,231
2024-07-18,3,7,lunch,post_holiday,holiday,0,0.5329,320
2024-07-18,3,7,dinner,post_holiday,holiday,0,0.5785,347
2024-07-19,4,7,breakfast,rain_weekend,holiday,1,0.1881,113
2024-07-19,4,7,lunch,rain_weekend,holiday,1,0.54,324
2024-07-19,4,7,dinner,rain_weekend,holiday,1,0.6939,416
2024-07-20,5,7,breakfast,post_holiday,holiday,0,0.3285,197
2024-07-20,5,7,lunch,post_holiday,holiday,0,0.5364,322
2024-07-20,5,7,dinner,post_holiday,holiday,0,0.6838,410
2024-07-21,6,7,breakfast,rain_weekend,holiday,1,0.2164,130
2024-07-21,6,7,lunch,rain_weekend,holiday,1,0.6019,361
2024-07-21,6,7,dinner,rain_weekend,holiday,1,0.6216,373
2024-07-22,0,7,breakfast,post_holiday,holiday,0,0.3939,236
2024-07-22,0,7,lunch,post_holiday,holiday,0,0.5581,335
2024-07-22,0,7,dinner,post_holiday,holiday,0,0.6986,419
2024-07-23,1,7,breakfast,post_holiday,holiday,0,0.3793,228
2024-07-23,1,7,lunch,post_holiday,holiday,0,0.4878,293
2024-07-23,1,7,dinner,post_holiday,holiday,0,0.6172,370
2024-07-24,2,7,breakfast,post_holiday,holiday,0,0.3771,226
2024-07-24,2,7,lunch,post_holiday,holiday,0,0.5166,310
2024-07-24,2,7,dinner,post_holiday,holiday,0,0.6461,388
2024-07-25,3,7,breakfast,post_holiday,holiday,0,0.3641,218
2024-07-25,3,7,lunch,post_holiday,holiday,0,0.5552,333
2024-07-25,3,7,dinner,post_holiday,holiday,0,0.613,368
2024-07-26,4,7,breakfast,post_holiday,holiday,0,0.3917,235
2024-07-26,4,7,lunch,post_holiday,holiday,0,0.4923,295
2024-07-26,4,7,dinner,post_holiday,holiday,0,0.609,365
2024-07-27,5,7,breakfast,rain_weekend,holiday,1,0.1814,109
2024-07-27,5,7,lunch,rain_weekend,holiday,1,0.4984,299
2024-07-27,5,7,dinner,rain_weekend,holiday,1,0.5674,340
2024-07-28,6,7,breakfast,post_holiday,holiday,0,0.3843,231
2024-07-28,6,7,lunch,post_holiday,holiday,0,0.5366,322
2024-07-28,6,7,dinner,post_holiday,holiday,0,0.6949,417
2024-07-29,0,7,breakfast,post_holiday,holiday,0,0.3955,237
2024-07-29,0,7,lunch,post_holiday,holiday,0,0.6093,366
2024-07-29,0,7,dinner,post_holiday,holiday,0,0.5762,346
2024-07-30,1,7,breakfast,post_holiday,holiday,0,0.3602,216
2024-07-30,1,7,lunch,post_holiday,holiday,0,0.5029,302
2024-07-30,1,7,dinner,post_holiday,holiday,0,0.6168,370
2024-07-31,2,7,breakfast,rain_weekend,holiday,1,0.2294,138
2024-07-31,2,7,lunch,rain_weekend,holiday,1,0.5839,350
2024-07-31,2,7,dinner,rain_weekend,holiday,1,0.7683,461
2024-08-01,3,8,breakfast,rain,,1,0.3611,217
2024-08-01,3,8,lunch,rain,,1,0.5294,318
2024-08-01,3,8,dinner,rain,,1,0.64,384
2024-08-02,4,8,breakfast,rain,,1,0.3972,238
2024-08-02,4,8,lunch,rain,,1,0.5697,342
2024-08-02,4,8,dinner,rain,,1,0.5975,358
2024-08-03,5,8,breakfast,weekend,,0,0.2913,175
2024-08-03,5,8,lunch,weekend,,0,0.6726,404
2024-08-03,5,8,dinner,weekend,,0,0.8403,504
2024-08-04,6,8,breakfast,rain_weekend,,1,0.2045,123
2024-08-04,6,8,lunch,rain_weekend,,1,0.6007,360
2024-08-04,6,8,dinner,rain_weekend,,1,0.6846,411
2024-08-05,0,8,breakfast,baseline,,0,0.3803,228
2024-08-05,0,8,lunch,baseline,,0,0.6671,400
2024-08-05,0,8,dinner,baseline,,0,0.6911,415
2024-08-06,1,8,breakfast,rain,,1,0.3152,189
2024-08-06,1,8,lunch,rain,,1,0.5369,322
2024-08-06,1,8,dinner,rain,,1,0.5982,359
2024-08-07,2,8,breakfast,rain,,1,0.2827,170
2024-08-07,2,8,lunch,rain,,1,0.516,310
2024-08-07,2,8,dinner,rain,,1,0.6037,362
2024-08-08,3,8,breakfast,rain,,1,0.3237,194
2024-08-08,3,8,lunch,rain,,1,0.4903,294
2024-08-08,3,8,dinner,rain,,1,0.67,402
2024-08-09,4,8,breakfast,baseline,,0,0.3819,229
2024-08-09,4,8,lunch,baseline,,0,0.5341,320
2024-08-09,4,8,dinner,baseline,,0,0.7493,450
2024-08-10,5,8,breakfast,rain_weekend,,1,0.1983,119
2024-08-10,5,8,lunch,rain_weekend,,1,0.5987,359
2024-08-10,5,8,dinner,rain_weekend,,1,0.6787,407
2024-08-11,6,8,breakfast,best_menu,,0,0.4859,292
2024-08-11,6,8,lunch,best_menu,,0,0.725,435
2024-08-11,6,8,dinner,best_menu,,0,0.8213,493
2024-08-12,0,8,breakfast,rain,,1,0.3482,209
2024-08-12,0,8,lunch,rain,,1,0.5149,309
2024-08-12,0,8,dinner,rain,,1,0.5066,304
2024-08-13,1,8,breakfast,baseline,,0,0.42,252
2024-08-13,1,8,lunch,baseline,,0,0.6051,363
2024-08-13,1,8,dinner,baseline,,0,0.7255,435
2024-08-14,2,8,breakfast,rain,pre_holiday,1,0.3088,185
2024-08-14,2,8,lunch,rain,pre_holiday,1,0.5781,347
2024-08-14,2,8,dinner,rain,pre_holiday,1,0.5991,359
2024-08-15,3,8,breakfast,post_holiday,holiday,0,0.398,239
2024-08-15,3,8,lunch,post_holiday,holiday,0,0.4751,285
2024-08-15,3,8,dinner,post_holiday,holiday,0,0.6531,392
2024-08-16,4,8,breakfast,post_holiday,post_holiday,0,0.3788,227
2024-08-16,4,8,lunch,post_holiday,post_holiday,0,0.6105,366
2024-08-16,4,8,dinner,post_holiday,post_holiday,0,0.6018,361
2024-08-17,5,8,breakfast,rain_weekend,,1,0.1964,118
2024-08-17,5,8,lunch,rain_weekend,,1,0.5387,323
2024-08-17,5,8,dinner,rain_weekend,,1,0.6704,402
2024-08-18,6,8,breakfast,best_menu,,0,0.5013,301
2024-08-18,6,8,lunch,best_menu,,0,0.8254,495
2024-08-18,6,8,dinner,best_menu,,0,0.94,564
2024-08-19,0,8,breakfast,rain,,1,0.3417,205
2024-08-19,0,8,lunch,rain,,1,0.5827,350
2024-08-19,0,8,dinner,rain,,1,0.7061,424
2024-08-20,1,8,breakfast,baseline,,0,0.4991,299
2024-08-20,1,8,lunch,baseline,,0,0.538,323
2024-08-20,1,8,dinner,baseline,,0,0.7309,439
2024-08-21,2,8,breakfast,baseline,,0,0.4543,273
2024-08-21,2,8,lunch,baseline,,0,0.6044,363
2024-08-21,2,8,dinner,baseline,,0,0.74,444
2024-08-22,3,8,breakfast,baseline,,0,0.4439,266
2024-08-22,3,8,lunch,baseline,,0,0.6543,393
2024-08-22,3,8,dinner,baseline,,0,0.7361,442
2024-08-23,4,8,breakfast,rain,,1,0.3168,190
2024-08-23,4,8,lunch,rain,,1,0.5525,331
2024-08-23,4,8,dinner,rain,,1,0.6924,415
2024-08-24,5,8,breakfast,weekend,,0,0.3074,184
2024-08-24,5,8,lunch,weekend,,0,0.733,440
2024-08-24,5,8,dinner,weekend,,0,0.7112,427
2024-08-25,6,8,breakfast,rain_weekend,,1,0.215,129
2024-08-25,6,8,lunch,rain_weekend,,1,0.6416,385
2024-08-25,6,8,dinner,rain_weekend,,1,0.678,407
2024-08-26,0,8,breakfast,rain,,1,0.3291,197
2024-08-26,0,8,lunch,rain,,1,0.5845,351
2024-08-26,0,8,dinner,rain,,1,0.648,389
2024-08-27,1,8,breakfast,baseline,,0,0.4621,277
2024-08-27,1,8,lunch,baseline,,0,0.4848,291
2024-08-27,1,8,dinner,baseline,,0,0.773,464
2024-08-28,2,8,breakfast,baseline,,0,0.388,233
2024-08-28,2,8,lunch,baseline,,0,0.6562,394
2024-08-28,2,8,dinner,baseline,,0,0.7787,467
2024-08-29,3,8,breakfast,rain,,1,0.2986,179
2024-08-29,3,8,lunch,rain,,1,0.5918,355
2024-08-29,3,8,dinner,rain,,1,0.6088,365
2024-08-30,4,8,breakfast,baseline,,0,0.4499,270
2024-08-30,4,8,lunch,baseline,,0,0.654,392
2024-08-30,4,8,dinner,baseline,,0,0.847,508
2024-08-31,5,8,breakfast,weekend,,0,0.2759,166
2024-08-31,5,8,lunch,weekend,,0,0.6939,416
2024-08-31,5,8,dinner,weekend,,0,0.7811,469
2024-09-01,6,9,breakfast,best_menu,,0,0.5224,313
2024-09-01,6,9,lunch,best_menu,,0,0.7525,451
2024-09-01,6,9,dinner,best_menu,,0,0.9666,580
2024-09-02,0,9,breakfast,rain,,1,0.3095,186
2024-09-02,0,9,lunch,rain,,1,0.5288,317
2024-09-02,0,9,dinner,rain,,1,0.6446,387
2024-09-03,1,9,breakfast,baseline,,0,0.414,248
2024-09-03,1,9,lunch,baseline,,0,0.5806,348
2024-09-03,1,9,dinner,baseline,,0,0.8163,490
2024-09-04,2,9,breakfast,baseline,,0,0.399,239
2024-09-04,2,9,lunch,baseline,,0,0.6558,393
2024-09-04,2,9,dinner,baseline,,0,0.7778,467
2024-09-05,3,9,breakfast,rain,,1,0.3225,193
2024-09-05,3,9,lunch,rain,,1,0.5647,339
2024-09-05,3,9,dinner,rain,,1,0.6523,391
2024-09-06,4,9,breakfast,rain,,1,0.2811,169
2024-09-06,4,9,lunch,rain,,1,0.5475,328
2024-09-06,4,9,dinner,rain,,1,0.618,371
2024-09-07,5,9,breakfast,weekend,,0,0.3209,193
2024-09-07,5,9,lunch,weekend,,0,0.7828,470
2024-09-07,5,9,dinner,weekend,,0,0.8958,537
2024-09-08,6,9,breakfast,best_menu,,0,0.5287,317
2024-09-08,6,9,lunch,best_menu,,0,0.8226,494
2024-09-08,6,9,dinner,best_menu,,0,0.9552,573
2024-09-09,0,9,breakfast,baseline,,0,0.4547,273
2024-09-09,0,9,lunch,baseline,,0,0.6751,405
2024-09-09,0,9,dinner,baseline,,0,0.7464,448
2024-09-10,1,9,breakfast,rain_exam,exam,1,0.564,338
2024-09-10,1,9,lunch,rain_exam,exam,1,0.7005,420
2024-09-10,1,9,dinner,rain_exam,exam,1,0.7335,440
2024-09-11,2,9,breakfast,rain_exam,exam,1,0.6146,369
2024-09-11,2,9,lunch,rain_exam,exam,1,0.6467,388
2024-09-11,2,9,dinner,rain_exam,exam,1,0.7777,467
2024-09-12,3,9,breakfast,rain_exam,exam,1,0.5257,315
2024-09-12,3,9,lunch,rain_exam,exam,1,0.7436,446
2024-09-12,3,9,dinner,rain_exam,exam,1,0.704,422
2024-09-13,4,9,breakfast,exam,exam,0,0.5957,357
2024-09-13,4,9,lunch,exam,exam,0,0.6734,404
2024-09-13,4,9,dinner,exam,exam,0,0.8703,522
2024-09-14,5,9,breakfast,rain_exam,exam,1,0.5676,341
2024-09-14,5,9,lunch,rain_exam,exam,1,0.6997,420
2024-09-14,5,9,dinner,rain_exam,exam,1,0.7533,452
2024-09-15,6,9,breakfast,exam,exam,0,0.6713,403
2024-09-15,6,9,lunch,exam,exam,0,0.7695,462
2024-09-15,6,9,dinner,exam,exam,0,0.7205,432
2024-09-16,0,9,breakfast,exam,exam,0,0.5366,322
2024-09-16,0,9,lunch,exam,exam,0,0.7354,441
2024-09-16,0,9,dinner,exam,exam,0,0.8663,520
2024-09-17,1,9,breakfast,rain_exam,exam,1,0.6388,383
2024-09-17,1,9,lunch,rain_exam,exam,1,0.6775,406
2024-09-17,1,9,dinner,rain_exam,exam,1,0.704,422
2024-09-18,2,9,breakfast,rain_exam,exam,1,0.5587,335
2024-09-18,2,9,lunch,rain_exam,exam,1,0.6666,400
2024-09-18,2,9,dinner,rain_exam,exam,1,0.7912,475
2024-09-19,3,9,breakfast,exam,exam,0,0.6919,415
2024-09-19,3,9,lunch,exam,exam,0,0.7731,464
2024-09-19,3,9,dinner,exam,exam,0,0.8005,480
2024-09-20,4,9,breakfast,exam,exam,0,0.6863,412
2024-09-20,4,9,lunch,exam,exam,0,0.7393,444
2024-09-20,4,9,dinner,exam,exam,0,0.8138,488
2024-09-21,5,9,breakfast,rain_weekend,,1,0.1914,115
2024-09-21,5,9,lunch,rain_weekend,,1,0.626,376
2024-09-21,5,9,dinner,rain_weekend,,1,0.6157,369
2024-09-22,6,9,breakfast,best_menu,,0,0.4804,288
2024-09-22,6,9,lunch,best_menu,,0,0.7869,472
2024-09-22,6,9,dinner,best_menu,,0,0.9079,545
2024-09-23,0,9,breakfast,baseline,,0,0.4004,240
2024-09-23,0,9,lunch,baseline,,0,0.7079,425
2024-09-23,0,9,dinner,baseline,,0,0.759,455
2024-09-24,1,9,breakfast,rain,,1,0.3197,192
2024-09-24,1,9,lunch,rain,,1,0.5523,331
2024-09-24,1,9,dinner,rain,,1,0.6255,375
2024-09-25,2,9,breakfast,rain,,1,0.3051,183
2024-09-25,2,9,lunch,rain,,1,0.5816,349
2024-09-25,2,9,dinner,rain,,1,0.6007,360
2024-09-26,3,9,breakfast,rain,,1,0.2895,174
2024-09-26,3,9,lunch,rain,,1,0.5527,332
2024-09-26,3,9,dinner,rain,,1,0.7066,424
2024-09-27,4,9,breakfast,rain,,1,0.3117,187
2024-09-27,4,9,lunch,rain,,1,0.4858,291
2024-09-27,4,9,dinner,rain,,1,0.6217,373
2024-09-28,5,9,breakfast,weekend,,0,0.2781,167
2024-09-28,5,9,lunch,weekend,,0,0.7127,428
2024-09-28,5,9,dinner,weekend,,0,0.866,520
2024-09-29,6,9,breakfast,best_menu,,0,0.5083,305
2024-09-29,6,9,lunch,best_menu,,0,0.8919,535
2024-09-29,6,9,dinner,best_menu,,0,0.9176,551
2024-09-30,0,9,breakfast,rain,,1,0.3276,197
2024-09-30,0,9,lunch,rain,,1,0.536,322
2024-09-30,0,9,dinner,rain,,1,0.6389,383
2024-10-01,1,10,breakfast,pre_holiday,pre_holiday,0,0.3701,222
2024-10-01,1,10,lunch,pre_holiday,pre_holiday,0,0.3652,219
2024-10-01,1,10,dinner,pre_holiday,pre_holiday,0,0.5524,331
2024-10-02,2,10,breakfast,post_holiday,holiday,0,0.3651,219
2024-10-02,2,10,lunch,post_holiday,holiday,0,0.542,325
2024-10-02,2,10,dinner,post_holiday,holiday,0,0.6736,404
2024-10-03,3,10,breakfast,post_holiday,post_holiday,0,0.3632,218
2024-10-03,3,10,lunch,post_holiday,post_holiday,0,0.5948,357
2024-10-03,3,10,dinner,post_holiday,post_holiday,0,0.7133,428
2024-10-04,4,10,breakfast,baseline,,0,0.4851,291
2024-10-04,4,10,lunch,baseline,,0,0.6963,418
2024-10-04,4,10,dinner,baseline,,0,0.8178,491
2024-10-05,5,10,breakfast,weekend,,0,0.3144,189
2024-10-05,5,10,lunch,weekend,,0,0.7291,437
2024-10-05,5,10,dinner,weekend,,0,0.7146,429
2024-10-06,6,10,breakfast,best_menu,,0,0.4755,285
2024-10-06,6,10,lunch,best_menu,,0,0.7491,449
2024-10-06,6,10,dinner,best_menu,,0,0.9939,596
2024-10-07,0,10,breakfast,baseline,,0,0.5035,302
2024-10-07,0,10,lunch,baseline,,0,0.6196,372
2024-10-07,0,10,dinner,baseline,,0,0.6809,409
2024-10-08,1,10,breakfast,baseline,,0,0.4537,272
2024-10-08,1,10,lunch,baseline,,0,0.6373,382
2024-10-08,1,10,dinner,baseline,,0,0.818,491
2024-10-09,2,10,breakfast,baseline,,0,0.4627,278
2024-10-09,2,10,lunch,baseline,,0,0.5832,350
2024-10-09,2,10,dinner,baseline,,0,0.777,466
2024-10-10,3,10,breakfast,rain,,1,0.2977,179
2024-10-10,3,10,lunch,rain,,1,0.5233,314
2024-10-10,3,10,dinner,rain,,1,0.624,374
2024-10-11,4,10,breakfast,baseline,,0,0.5138,308
2024-10-11,4,10,lunch,baseline,,0,0.6283,377
2024-10-11,4,10,dinner,baseline,,0,0.7354,441
2024-10-12,5,10,breakfast,weekend,,0,0.2785,167
2024-10-12,5,10,lunch,weekend,,0,0.6853,411
2024-10-12,5,10,dinner,weekend,,0,0.7404,444
2024-10-13,6,10,breakfast,best_menu,,0,0.5263,316
2024-10-13,6,10,lunch,best_menu,,0,0.8825,529
2024-10-13,6,10,dinner,best_menu,,0,0.9044,543
2024-10-14,0,10,breakfast,baseline,,0,0.4468,268
2024-10-14,0,10,lunch,baseline,,0,0.6335,380
2024-10-14,0,10,dinner,baseline,,0,0.8531,512
2024-10-15,1,10,breakfast,baseline,,0,0.3779,227
2024-10-15,1,10,lunch,baseline,,0,0.6058,363
2024-10-15,1,10,dinner,baseline,,0,0.7509,451
2024-10-16,2,10,breakfast,baseline,,0,0.467,280
2024-10-16,2,10,lunch,baseline,,0,0.6139,368
2024-10-16,2,10,dinner,baseline,,0,0.8111,487
2024-10-17,3,10,breakfast,baseline,,0,0.4566,274
2024-10-17,3,10,lunch,baseline,,0,0.6821,409
2024-10-17,3,10,dinner,baseline,,0,0.7664,460
2024-10-18,4,10,breakfast,baseline,,0,0.4751,285
2024-10-18,4,10,lunch,baseline,,0,0.6389,383
2024-10-18,4,10,dinner,baseline,,0,0.7501,450
2024-10-19,5,10,breakfast,weekend,,0,0.2412,145
2024-10-19,5,10,lunch,weekend,,0,0.6206,372
2024-10-19,5,10,dinner,weekend,,0,0.7089,425
2024-10-20,6,10,breakfast,best_menu,,0,0.5225,313
2024-10-20,6,10,lunch,best_menu,,0,0.7035,422
2024-10-20,6,10,dinner,best_menu,,0,0.8291,497
2024-10-21,0,10,breakfast,baseline,,0,0.5385,323
2024-10-21,0,10,lunch,baseline,,0,0.7246,435
2024-10-21,0,10,dinner,baseline,,0,0.7253,435
2024-10-22,1,10,breakfast,rain,,1,0.2876,173
2024-10-22,1,10,lunch,rain,,1,0.4519,271
2024-10-22,1,10,dinner,rain,,1,0.6274,376
